Дата,Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
2020-02-02,-1.0,745,Переменная облачность,В 2м/с,-1.0,743.0,Пасмурно,В 2м/с
2020-02-03,1.0,729,Пасмурно,ЮЗ 3м/с,2.0,730.0,Пасмурно,ЮЗ 3м/с
2020-02-04,0.0,730,Малооблачно,З 3м/с,-1.0,733.0,Пасмурно,З 3м/с
2020-02-05,-2.0,739,Малооблачно,З 3м/с,-4.0,742.0,Малооблачно,З 3м/с
2020-02-06,-6.0,743,Ясно,З 2м/с,-9.0,743.0,Ясно,З 2м/с
2020-02-07,-7.0,737,Переменная облачность,С 1м/с,-9.0,740.0,Ясно,С 1м/с
2020-02-08,-12.0,746,Ясно,СЗ 2м/с,-15.0,750.0,Ясно,СЗ 2м/с
2020-02-09,-12.0,755,Ясно,З 2м/с,-15.0,756.0,Ясно,З 2м/с
2020-02-10,-7.0,749,Переменная облачность,ЮЗ 3м/с,-7.0,749.0,Малооблачно,ЮЗ 3м/с
2020-02-11,-5.0,750,Малооблачно,Ю 2м/с,-7.0,751.0,Ясно,Ю 2м/с
2020-02-12,-5.0,751,Ясно,Ю 1м/с,-8.0,750.0,Ясно,Ю 1м/с
2020-02-13,-5.0,748,Малооблачно,В 1м/с,-8.0,747.0,Ясно,В 1м/с
2020-02-14,-6.0,750,Ясно,С 1м/с,-8.0,752.0,Малооблачно,С 1м/с
2020-02-15,-5.0,758,Переменная облачность,ЮЗ 1м/с,-7.0,759.0,Пасмурно,ЮЗ 1м/с
2020-02-16,-5.0,764,Пасмурно,В 1м/с,-5.0,764.0,Пасмурно,В 1м/с
2020-02-17,0.0,758,Переменная облачность,ЮЗ 2м/с,0.0,756.0,Пасмурно,ЮЗ 2м/с
2020-02-18,2.0,752,Малооблачно,ЮЗ 3м/с,1.0,752.0,Пасмурно,ЮЗ 3м/с
2020-02-19,1.0,748,Пасмурно,ЮЗ 2м/с,1.0,748.0,Пасмурно,ЮЗ 2м/с
2020-02-20,3.0,752,Малооблачно,З 1м/с,0.0,753.0,Ясно,З 1м/с
2020-02-21,3.0,756,Ясно,Ш,-4.0,758.0,Нет данных,Ш
2020-02-22,-2.0,761,Ясно,В 2м/с,-5.0,760.0,Нет данных,В 2м/с
2020-02-23,-2.0,751,Пасмурно,ЮВ 2м/с,-2.0,746.0,Пасмурно,ЮВ 2м/с
2020-02-24,2.0,740,Пасмурно,ЮЗ 2м/с,1.0,742.0,Переменная облачность,ЮЗ 2м/с
2020-02-25,0.0,735,Пасмурно,В 3м/с,1.0,734.0,Пасмурно,В 3м/с
2020-02-26,1.0,742,Ясно,З 3м/с,-1.0,744.0,Малооблачно,З 3м/с
2020-02-27,3.0,744,Малооблачно,Ю 3м/с,4.0,743.0,Переменная облачность,Ю 3м/с
2020-02-28,3.0,744,Пасмурно,В 2м/с,3.0,743.0,Переменная облачность,В 2м/с
2020-02-29,4.0,744,Малооблачно,З 2м/с,1.0,747.0,Ясно,З 2м/с
2020-03-01,3.0,752,Ясно,З 3м/с,-3.0,755.0,Ясно,З 3м/с
2020-03-02,5.0,757,Ясно,ЮЗ 3м/с,3.0,758.0,Малооблачно,ЮЗ 3м/с
2020-03-03,4.0,757,Ясно,Ю 2м/с,0.0,755.0,Ясно,Ю 2м/с
2020-03-04,1.0,752,Пасмурно,ЮВ 2м/с,1.0,753.0,Пасмурно,ЮВ 2м/с
2020-03-05,2.0,760,Пасмурно,В 3м/с,0.0,761.0,Ясно,В 3м/с
2020-03-06,1.0,763,Ясно,В 4м/с,-3.0,762.0,Ясно,В 4м/с
2020-03-07,3.0,761,Ясно,Ю 2м/с,2.0,760.0,Ясно,Ю 2м/с
2020-03-08,3.0,758,Переменная облачность,Ю 3м/с,2.0,758.0,Ясно,Ю 3м/с
2020-03-09,5.0,755,Переменная облачность,ЮЗ 1м/с,5.0,755.0,Пасмурно,ЮЗ 1м/с
2020-03-10,8.0,753,Ясно,ЮВ 1м/с,6.0,752.0,Ясно,ЮВ 1м/с
2020-03-11,12.0,747,Ясно,ЮВ 3м/с,9.0,745.0,Ясно,ЮВ 3м/с
2020-03-12,10.0,741,Пасмурно,ЮЗ 2м/с,6.0,741.0,Пасмурно,ЮЗ 2м/с
2020-03-13,10.0,738,Пасмурно,ЮЗ 4м/с,8.0,737.0,Малооблачно,ЮЗ 4м/с
2020-03-14,1.0,741,Пасмурно,З 1м/с,0.0,740.0,Нет данных,З 1м/с
2020-03-15,2.0,742,Пасмурно,Ю 1м/с,1.0,743.0,Переменная облачность,Ю 1м/с
2020-03-16,0.0,749,Пасмурно,С 1м/с,1.0,753.0,Переменная облачность,С 1м/с
2020-03-17,6.0,755,Ясно,З 3м/с,4.0,757.0,Ясно,З 3м/с
2020-03-18,10.0,758,Ясно,ЮЗ 3м/с,6.0,757.0,Ясно,ЮЗ 3м/с
2020-03-19,12.0,748,Ясно,ЮЗ 4м/с,7.0,746.0,Ясно,ЮЗ 4м/с
2020-03-20,4.0,742,Пасмурно,С 3м/с,1.0,743.0,Ясно,С 3м/с
2020-03-21,0.0,748,Пасмурно,З 2м/с,0.0,750.0,Пасмурно,З 2м/с
2020-03-22,-3.0,757,Пасмурно,СВ 3м/с,-4.0,757.0,Пасмурно,СВ 3м/с
2020-03-23,-2.0,754,Пасмурно,СВ 2м/с,2.0,752.0,Пасмурно,СВ 2м/с
2020-03-24,-2.0,760,Пасмурно,З 2м/с,-3.0,761.0,Пасмурно,З 2м/с
2020-03-25,3.0,763,Ясно,З 1м/с,-2.0,763.0,Ясно,З 1м/с
2020-03-26,5.0,758,Малооблачно,З 3м/с,3.0,758.0,Ясно,З 3м/с
2020-03-27,11.0,760,Ясно,СВ 2м/с,2.0,761.0,Ясно,СВ 2м/с
2020-03-28,9.0,758,Ясно,ЮВ 2м/с,6.0,757.0,Ясно,ЮВ 2м/с
2020-03-29,14.0,751,Ясно,Ю 1м/с,10.0,749.0,Ясно,Ю 1м/с
2020-03-30,15.0,746,Ясно,ЮВ 3м/с,11.0,745.0,Ясно,ЮВ 3м/с
2020-03-31,17.0,741,Переменная облачность,ЮВ 1м/с,14.0,740.0,Переменная облачность,ЮВ 1м/с
2020-04-01,4.0,742,Переменная облачность,З 3м/с,-1.0,743.0,Ясно,З 3м/с
2020-04-02,7.0,745,Пасмурно,ЮЗ 4м/с,6.0,747.0,Ясно,ЮЗ 4м/с
2020-04-03,12.0,749,Малооблачно,Ю 2м/с,8.0,749.0,Ясно,Ю 2м/с
2020-04-04,16.0,748,Ясно,З 3м/с,12.0,748.0,Ясно,З 3м/с
2020-04-05,7.0,749,Пасмурно,С 2м/с,3.0,749.0,Ясно,С 2м/с
2020-04-06,5.0,749,Переменная облачность,СЗ 3м/с,1.0,751.0,Пасмурно,СЗ 3м/с
2020-04-07,6.0,756,Малооблачно,СЗ 3м/с,1.0,756.0,Переменная облачность,СЗ 3м/с
2020-04-08,9.0,749,Малооблачно,З 2м/с,8.0,747.0,Ясно,З 2м/с
2020-04-09,17.0,749,Ясно,ЮЗ 2м/с,12.0,750.0,Ясно,ЮЗ 2м/с
2020-04-10,14.0,749,Ясно,ЮЗ 4м/с,10.0,749.0,Ясно,ЮЗ 4м/с
2020-04-11,14.0,746,Малооблачно,ЮЗ 3м/с,10.0,743.0,Переменная облачность,ЮЗ 3м/с
2020-04-12,4.0,739,Пасмурно,Ю 2м/с,3.0,740.0,Ясно,Ю 2м/с
2020-04-13,1.0,746,Пасмурно,СЗ 2м/с,2.0,747.0,Ясно,СЗ 2м/с
2020-04-14,15.0,747,Малооблачно,Ю 2м/с,11.0,747.0,Ясно,Ю 2м/с
2020-04-15,16.0,742,Малооблачно,ЮВ 4м/с,11.0,738.0,Пасмурно,ЮВ 4м/с
2020-04-16,7.0,741,Переменная облачность,ЮЗ 3м/с,4.0,740.0,Ясно,ЮЗ 3м/с
2020-04-17,9.0,734,Переменная облачность,З 5м/с,6.0,737.0,Пасмурно,З 5м/с
2020-04-18,7.0,743,Пасмурно,ЮЗ 3м/с,6.0,746.0,Ясно,ЮЗ 3м/с
2020-04-19,10.0,750,Малооблачно,З 3м/с,9.0,750.0,Пасмурно,З 3м/с
2020-04-20,15.0,749,Малооблачно,ЮВ 2м/с,13.0,746.0,Переменная облачность,ЮВ 2м/с
2020-04-21,10.0,740,Малооблачно,ЮЗ 3м/с,7.0,739.0,Пасмурно,ЮЗ 3м/с
2020-04-22,6.0,733,Пасмурно,З 4м/с,3.0,735.0,Пасмурно,З 4м/с
2020-04-23,7.0,742,Малооблачно,З 4м/с,2.0,743.0,Малооблачно,З 4м/с
2020-04-24,6.0,743,Переменная облачность,З 3м/с,6.0,743.0,Ясно,З 3м/с
2020-04-25,18.0,739,Пасмурно,ЮЗ 5м/с,14.0,742.0,Пасмурно,ЮЗ 5м/с
2020-04-26,19.0,743,Малооблачно,ЮЗ 3м/с,14.0,743.0,Ясно,ЮЗ 3м/с
2020-04-27,18.0,739,Малооблачно,Ю 2м/с,14.0,738.0,Пасмурно,Ю 2м/с
2020-04-28,9.0,738,Пасмурно,З 2м/с,6.0,742.0,Ясно,З 2м/с
2020-04-29,14.0,745,Ясно,ЮЗ 3м/с,13.0,744.0,Ясно,ЮЗ 3м/с
2020-04-30,22.0,744,Пасмурно,З 4м/с,12.0,748.0,Ясно,З 4м/с
2020-05-01,23.0,746,Ясно,ЮЗ 3м/с,19.0,746.0,Малооблачно,ЮЗ 3м/с
2020-05-02,15.0,750,Переменная облачность,С 2м/с,10.0,751.0,Ясно,С 2м/с
2020-05-03,19.0,753,Ясно,В 2м/с,14.0,753.0,Ясно,В 2м/с
2020-05-04,23.0,754,Ясно,В 2м/с,19.0,753.0,Ясно,В 2м/с
2020-05-05,25.0,754,Ясно,В 3м/с,19.0,753.0,Ясно,В 3м/с
2020-05-06,18.0,751,Пасмурно,В 3м/с,18.0,748.0,Переменная облачность,В 3м/с
2020-05-07,26.0,746,Переменная облачность,ЮВ 2м/с,21.0,746.0,Ясно,ЮВ 2м/с
2020-05-08,28.0,745,Ясно,Ю 3м/с,22.0,745.0,Ясно,Ю 3м/с
2020-05-09,27.0,741,Малооблачно,ЮВ 2м/с,18.0,740.0,Переменная облачность,ЮВ 2м/с
2020-05-10,19.0,744,Пасмурно,ЮЗ 3м/с,15.0,745.0,Малооблачно,ЮЗ 3м/с
2020-05-11,19.0,744,Переменная облачность,Ю 2м/с,17.0,743.0,Пасмурно,Ю 2м/с
2020-05-12,21.0,743,Переменная облачность,ЮЗ 2м/с,18.0,743.0,Ясно,ЮЗ 2м/с
2020-05-13,19.0,743,Малооблачно,З 3м/с,15.0,744.0,Переменная облачность,З 3м/с
2020-05-14,15.0,749,Ясно,СЗ 3м/с,8.0,749.0,Ясно,СЗ 3м/с
2020-05-15,11.0,744,Пасмурно,Ю 2м/с,11.0,741.0,Пасмурно,Ю 2м/с
2020-05-16,14.0,745,Малооблачно,СЗ 2м/с,11.0,746.0,Малооблачно,СЗ 2м/с
2020-05-17,17.0,747,Малооблачно,З 2м/с,12.0,748.0,Переменная облачность,З 2м/с
2020-05-18,18.0,744,Малооблачно,З 2м/с,15.0,743.0,Малооблачно,З 2м/с
2020-05-19,8.0,740,Пасмурно,З 3м/с,6.0,740.0,Пасмурно,З 3м/с
2020-05-20,12.0,740,Переменная облачность,СЗ 2м/с,8.0,743.0,Ясно,СЗ 2м/с
2020-05-21,18.0,743,Малооблачно,З 2м/с,15.0,743.0,Пасмурно,З 2м/с
2020-05-22,16.0,747,Ясно,З 3м/с,12.0,746.0,Пасмурно,З 3м/с
2020-05-23,18.0,747,Малооблачно,В 3м/с,14.0,746.0,Пасмурно,В 3м/с
2020-05-24,16.0,752,Малооблачно,З 2м/с,14.0,754.0,Малооблачно,З 2м/с
2020-05-25,19.0,758,Малооблачно,ЮЗ 1м/с,12.0,758.0,Ясно,ЮЗ 1м/с
2020-05-26,23.0,754,Ясно,В 5м/с,20.0,750.0,Пасмурно,В 5м/с
2020-05-27,25.0,751,Ясно,С 2м/с,19.0,752.0,Ясно,С 2м/с
2020-05-28,22.0,755,Ясно,СЗ 2м/с,19.0,755.0,Ясно,СЗ 2м/с
2020-05-29,26.0,753,Ясно,В 2м/с,22.0,752.0,Ясно,В 2м/с
2020-05-30,29.0,746,Малооблачно,В 3м/с,26.0,745.0,Малооблачно,В 3м/с
2020-05-31,24.0,743,Малооблачно,З 3м/с,20.0,743.0,Малооблачно,З 3м/с
2020-06-01,23.0,746,Малооблачно,З 3м/с,19.0,748.0,Малооблачно,З 3м/с
2020-06-02,16.0,749,Малооблачно,СВ 1м/с,16.0,749.0,Ясно,СВ 1м/с
2020-06-03,23.0,747,Пасмурно,СВ 2м/с,21.0,746.0,Пасмурно,СВ 2м/с
2020-06-04,17.0,746,Пасмурно,В 3м/с,17.0,748.0,Пасмурно,В 3м/с
2020-06-05,26.0,749,Малооблачно,ЮВ 2м/с,20.0,750.0,Переменная облачность,ЮВ 2м/с
2020-06-06,18.0,751,Малооблачно,Ш,17.0,751.0,Переменная облачность,Ш
2020-06-07,22.0,751,Малооблачно,ЮЗ 2м/с,18.0,752.0,Переменная облачность,ЮЗ 2м/с
2020-06-08,21.0,752,Малооблачно,З 2м/с,18.0,752.0,Переменная облачность,З 2м/с
2020-06-09,19.0,753,Переменная облачность,Ш,17.0,753.0,Малооблачно,Ш
2020-06-10,26.0,752,Малооблачно,З 2м/с,20.0,752.0,Малооблачно,З 2м/с
2020-06-11,26.0,750,Переменная облачность,С 1м/с,21.0,749.0,Ясно,С 1м/с
2020-06-12,28.0,746,Пасмурно,З 2м/с,23.0,748.0,Малооблачно,З 2м/с
2020-06-13,21.0,750,Ясно,СВ 3м/с,17.0,751.0,Малооблачно,СВ 3м/с
2020-06-14,20.0,755,Ясно,СВ 3м/с,17.0,755.0,Ясно,СВ 3м/с
2020-06-15,23.0,755,Ясно,С 2м/с,18.0,755.0,Ясно,С 2м/с
2020-06-16,26.0,753,Ясно,З 2м/с,19.0,752.0,Ясно,З 2м/с
2020-06-17,28.0,749,Ясно,СЗ 2м/с,21.0,749.0,Ясно,СЗ 2м/с
2020-06-18,26.0,749,Пасмурно,СВ 3м/с,19.0,752.0,Ясно,СВ 3м/с
2020-06-19,23.0,752,Ясно,В 2м/с,20.0,751.0,Ясно,В 2м/с
2020-06-20,28.0,748,Малооблачно,З 2м/с,19.0,746.0,Ясно,З 2м/с
2020-06-21,22.0,747,Малооблачно,С 2м/с,16.0,748.0,Ясно,С 2м/с
2020-06-22,19.0,750,Пасмурно,СВ 2м/с,14.0,752.0,Ясно,СВ 2м/с
2020-06-23,20.0,752,Малооблачно,С 1м/с,15.0,751.0,Ясно,С 1м/с
2020-06-24,16.0,750,Пасмурно,З 2м/с,15.0,749.0,Малооблачно,З 2м/с
2020-06-25,16.0,751,Переменная облачность,С 2м/с,13.0,751.0,Ясно,С 2м/с
2020-06-26,20.0,750,Малооблачно,СЗ 2м/с,16.0,750.0,Переменная облачность,СЗ 2м/с
2020-06-27,27.0,745,Малооблачно,З 3м/с,23.0,743.0,Малооблачно,З 3м/с
2020-06-28,22.0,743,Малооблачно,СЗ 3м/с,17.0,744.0,Малооблачно,СЗ 3м/с
2020-06-29,22.0,743,Переменная облачность,СЗ 2м/с,16.0,743.0,Малооблачно,СЗ 2м/с
2020-06-30,18.0,746,Переменная облачность,СЗ 2м/с,15.0,748.0,Ясно,СЗ 2м/с
2020-07-01,22.0,749,Переменная облачность,СЗ 2м/с,19.0,749.0,Переменная облачность,СЗ 2м/с
2020-07-02,26.0,747,Малооблачно,З 2м/с,18.0,749.0,Ясно,З 2м/с
2020-07-03,29.0,751,Малооблачно,З 2м/с,21.0,751.0,Ясно,З 2м/с
2020-07-04,32.0,750,Малооблачно,З 2м/с,23.0,749.0,Ясно,З 2м/с
2020-07-05,31.0,747,Ясно,З 2м/с,27.0,746.0,Ясно,З 2м/с
2020-07-06,34.0,746,Ясно,З 2м/с,27.0,746.0,Ясно,З 2м/с
2020-07-07,37.0,746,Ясно,З 2м/с,31.0,747.0,Ясно,З 2м/с
2020-07-08,35.0,748,Ясно,В 3м/с,29.0,748.0,Ясно,В 3м/с
2020-07-09,35.0,747,Малооблачно,Ю 2м/с,30.0,747.0,Ясно,Ю 2м/с
2020-07-10,31.0,748,Малооблачно,СЗ 2м/с,26.0,749.0,Пасмурно,СЗ 2м/с
2020-07-11,28.0,751,Ясно,СВ 2м/с,24.0,751.0,Ясно,СВ 2м/с
2020-07-12,33.0,749,Ясно,СВ 2м/с,29.0,748.0,Малооблачно,СВ 2м/с
2020-07-13,34.0,746,Малооблачно,В 2м/с,31.0,746.0,Пасмурно,В 2м/с
2020-07-14,35.0,746,Малооблачно,В 1м/с,28.0,746.0,Переменная облачность,В 1м/с
2020-07-15,30.0,747,Пасмурно,З 3м/с,26.0,747.0,Переменная облачность,З 3м/с
2020-07-16,23.0,747,Пасмурно,СЗ 1м/с,22.0,746.0,Малооблачно,СЗ 1м/с
2020-07-17,29.0,747,Ясно,З 2м/с,24.0,747.0,Ясно,З 2м/с
2020-07-18,28.0,746,Ясно,СЗ 3м/с,23.0,746.0,Ясно,СЗ 3м/с
2020-07-19,27.0,746,Малооблачно,ЮЗ 3м/с,21.0,746.0,Малооблачно,ЮЗ 3м/с
2020-07-20,27.0,745,Малооблачно,ЮЗ 3м/с,20.0,745.0,Ясно,ЮЗ 3м/с
2020-07-21,29.0,743,Малооблачно,З 2м/с,23.0,743.0,Малооблачно,З 2м/с
2020-07-22,29.0,742,Малооблачно,З 3м/с,22.0,741.0,Ясно,З 3м/с
2020-07-23,26.0,740,Переменная облачность,СЗ 2м/с,22.0,743.0,Переменная облачность,СЗ 2м/с
2020-07-24,24.0,746,Малооблачно,СЗ 3м/с,20.0,747.0,Ясно,СЗ 3м/с
2020-07-25,24.0,750,Переменная облачность,С 2м/с,20.0,751.0,Ясно,С 2м/с
2020-07-26,24.0,752,Переменная облачность,СЗ 2м/с,19.0,752.0,Малооблачно,СЗ 2м/с
2020-07-27,25.0,751,Малооблачно,СЗ 2м/с,22.0,752.0,Малооблачно,СЗ 2м/с
2020-07-28,28.0,752,Малооблачно,З 1м/с,20.0,751.0,Ясно,З 1м/с
2020-07-29,28.0,751,Малооблачно,СЗ 2м/с,20.0,750.0,Ясно,СЗ 2м/с
2020-07-30,32.0,747,Ясно,З 2м/с,25.0,746.0,Малооблачно,З 2м/с
2020-07-31,24.0,744,Пасмурно,З 3м/с,21.0,743.0,Малооблачно,З 3м/с
2020-08-01,23.0,740,Пасмурно,В 2м/с,20.0,737.0,Малооблачно,В 2м/с
2020-08-02,22.0,744,Переменная облачность,З 3м/с,15.0,745.0,Ясно,З 3м/с
2020-08-03,23.0,747,Малооблачно,В 1м/с,18.0,748.0,Переменная облачность,В 1м/с
2020-08-04,16.0,748,Пасмурно,С 3м/с,17.0,748.0,Малооблачно,С 3м/с
2020-08-05,32.0,748,Малооблачно,В 3м/с,28.0,749.0,Малооблачно,В 3м/с
2020-08-06,33.0,749,Малооблачно,В 3м/с,29.0,749.0,Ясно,В 3м/с
2020-08-07,30.0,746,Пасмурно,СЗ 2м/с,21.0,748.0,Малооблачно,СЗ 2м/с
2020-08-08,23.0,746,Малооблачно,С 3м/с,20.0,745.0,Переменная облачность,С 3м/с
2020-08-09,22.0,742,Малооблачно,СЗ 3м/с,19.0,742.0,Ясно,СЗ 3м/с
2020-08-10,20.0,743,Переменная облачность,СЗ 4м/с,17.0,745.0,Ясно,СЗ 4м/с
2020-08-11,23.0,746,Ясно,СЗ 3м/с,17.0,746.0,Ясно,СЗ 3м/с
2020-08-12,24.0,746,Малооблачно,З 1м/с,21.0,745.0,Малооблачно,З 1м/с
2020-08-13,24.0,741,Переменная облачность,В 2м/с,18.0,741.0,Малооблачно,В 2м/с
2020-08-14,21.0,740,Переменная облачность,ЮЗ 1м/с,17.0,740.0,Пасмурно,ЮЗ 1м/с
2020-08-15,18.0,740,Пасмурно,СЗ 3м/с,14.0,741.0,Пасмурно,СЗ 3м/с
2020-08-16,14.0,743,Пасмурно,СЗ 3м/с,14.0,743.0,Пасмурно,СЗ 3м/с
2020-08-17,17.0,740,Переменная облачность,З 2м/с,16.0,740.0,Малооблачно,З 2м/с
2020-08-18,19.0,743,Пасмурно,СЗ 3м/с,14.0,744.0,Малооблачно,СЗ 3м/с
2020-08-19,19.0,745,Переменная облачность,СЗ 3м/с,13.0,746.0,Ясно,СЗ 3м/с
2020-08-20,19.0,746,Малооблачно,З 3м/с,13.0,747.0,Ясно,З 3м/с
2020-08-21,18.0,748,Пасмурно,С 1м/с,15.0,749.0,Малооблачно,С 1м/с
2020-08-22,18.0,749,Малооблачно,СВ 1м/с,15.0,749.0,Малооблачно,СВ 1м/с
2020-08-23,23.0,748,Переменная облачность,СЗ 2м/с,15.0,749.0,Ясно,СЗ 2м/с
2020-08-24,26.0,749,Малооблачно,СЗ 2м/с,16.0,749.0,Ясно,СЗ 2м/с
2020-08-25,28.0,748,Переменная облачность,З 2м/с,21.0,749.0,Ясно,З 2м/с
2020-08-26,29.0,748,Малооблачно,СВ 1м/с,22.0,747.0,Ясно,СВ 1м/с
2020-08-27,28.0,746,Ясно,ЮЗ 2м/с,23.0,746.0,Ясно,ЮЗ 2м/с
2020-08-28,30.0,744,Малооблачно,ЮЗ 2м/с,23.0,744.0,Малооблачно,ЮЗ 2м/с
2020-08-29,21.0,747,Пасмурно,ЮВ 1м/с,17.0,749.0,Ясно,ЮВ 1м/с
2020-08-30,22.0,752,Малооблачно,СЗ 1м/с,16.0,753.0,Ясно,СЗ 1м/с
2020-08-31,27.0,752,Ясно,З 3м/с,19.0,752.0,Ясно,З 3м/с
2020-09-01,31.0,749,Ясно,З 3м/с,25.0,749.0,Ясно,З 3м/с
2020-09-02,18.0,755,Малооблачно,С 3м/с,16.0,757.0,Ясно,С 3м/с
2020-09-03,20.0,760,Ясно,СВ 3м/с,16.0,761.0,Ясно,СВ 3м/с
2020-09-04,20.0,758,Ясно,В 2м/с,12.0,758.0,Ясно,В 2м/с
2020-09-05,21.0,756,Ясно,В 2м/с,17.0,755.0,Ясно,В 2м/с
2020-09-06,21.0,756,Ясно,В 2м/с,17.0,756.0,Ясно,В 2м/с
2020-09-07,25.0,756,Ясно,З 2м/с,15.0,756.0,Ясно,З 2м/с
2020-09-08,27.0,754,Ясно,З 2м/с,21.0,752.0,Ясно,З 2м/с
2020-09-09,12.0,747,Пасмурно,В 2м/с,12.0,746.0,Переменная облачность,В 2м/с
2020-09-10,17.0,749,Переменная облачность,З 1м/с,14.0,749.0,Ясно,З 1м/с
2020-09-11,18.0,746,Переменная облачность,З 2м/с,14.0,749.0,Ясно,З 2м/с
2020-09-12,17.0,754,Переменная облачность,СЗ 1м/с,10.0,755.0,Ясно,СЗ 1м/с
2020-09-13,19.0,756,Ясно,З 2м/с,17.0,753.0,Ясно,З 2м/с
2020-09-14,13.0,746,Малооблачно,З 2м/с,9.0,746.0,Переменная облачность,З 2м/с
2020-09-15,15.0,744,Пасмурно,СЗ 2м/с,10.0,744.0,Малооблачно,СЗ 2м/с
2020-09-16,11.0,747,Пасмурно,СЗ 4м/с,11.0,749.0,Пасмурно,СЗ 4м/с
2020-09-17,15.0,752,Ясно,СЗ 2м/с,10.0,751.0,Ясно,СЗ 2м/с
2020-09-18,20.0,746,Ясно,Ю 2м/с,16.0,745.0,Ясно,Ю 2м/с
2020-09-19,11.0,737,Пасмурно,С 1м/с,9.0,737.0,Переменная облачность,С 1м/с
2020-09-20,10.0,740,Пасмурно,З 4м/с,7.0,743.0,Пасмурно,З 4м/с
2020-09-21,11.0,747,Переменная облачность,З 3м/с,11.0,746.0,Пасмурно,З 3м/с
2020-09-22,16.0,748,Малооблачно,З 4м/с,15.0,746.0,Ясно,З 4м/с
2020-09-23,19.0,749,Ясно,СЗ 4м/с,11.0,751.0,Ясно,СЗ 4м/с
2020-09-24,18.0,756,Ясно,ЮВ 1м/с,13.0,758.0,Ясно,ЮВ 1м/с
2020-09-25,19.0,759,Малооблачно,В 2м/с,13.0,758.0,Ясно,В 2м/с
